GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1987,1987,1987,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,26.982859727,27.0 [26.4-27.6],26.401451616,27.580673003
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.629599725,1.6 [1.3-2.0],1.307755739,2.02809488
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,621.07839,621.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,967.0,967 [874-1057],874.0,1057.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.12729,0.1,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,1992,1992,1992,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,6.593192366,6.6 [6.4-6.8],6.429724064,6.760854668
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,9.720946403,9.7 [9.5-9.9],9.513010444,9.9242957
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.07698,0.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1958,1958,1958,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,41.944763846,41.9 [37.9-46.1],37.892720037,46.131973216
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.98226,1,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,129.0,129 [111-148],111.0,148.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04139,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1953,1953,1953,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,125.59330538,125.6 [115.4-136.3],115.362763804,136.317545368
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.873876709,2.9 [2.6-3.2],2.584547855,3.183138779
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,2616.0,2616 [2554-2678],2554.0,2678.0
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,7.986566852,8.0 [7.8-8.2],7.806415842,8.172554812
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.41163,0.4,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00212,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1996,1996,1996,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,6668.0,6668 [6541-6797],6541.0,6797.0
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-birth,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,67.94085234,67.9 [67.1-68.8],67.0672156,68.75902386
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.88819,0.9,,
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,19.67619988,19.7 [19.7-19.7],19.65329114,19.73001791
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.412133244,3.4 [3.2-3.6],3.233728456,3.591542628
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1966,1966,1966,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,13450.0,13 450 [13 174-13 717],13174.0,13717.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00516,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,28.61909,28.6,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,7.593313277,7.6 [7.3-7.9],7.327910973,7.863592274
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,21.22991018,21.2 [17.6-25.7],17.55871303,25.68600918
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1977,1977,1977,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,12013.0,12 013 [11 622-12 413],11622.0,12413.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,25.965795072,26.0 [22.5-29.5],22.52642016,29.535293455
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1010.873268873,1011,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.22894,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,77.54733,77.5,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,2028.0,2028 [1976-2079],1976.0,2079.0
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1961,1961,1961,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,13656.0,13 656 [12 443-14 859],12443.0,14859.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.958958916,2.0 [1.9-2.1],1.863147739,2.054841811
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02588,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08086,0.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,6.428348725,6.4 [6.2-6.7],6.159337344,6.7233893
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,896.0,896 [737-1075],737.0,1075.0
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,14.6,14.6 [10.9-18.7],10.9,18.7
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,7.725452479,7.7 [6.6-8.9],6.638000166,8.868895649
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,32.711066548,33,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,30.583654194,30.6 [25.2-36.2],25.16485017,36.194420668
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1975,1975,1975,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,17028.0,17 028 [16 329-17 749],16329.0,17749.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,6629.0,6629 [6463-6800],6463.0,6800.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.15483,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,30.54972,30.5,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,84.63087,84.6,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,18.15214732,18.2 [15.1-22.7],15.0740462,22.69806593
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.520117548,1.5 [1.5-1.6],1.459485515,1.580488358
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,6.962321087,7.0 [6.6-7.3],6.599455364,7.34757284
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.60846445,2.6 [2.2-3.1],2.209485983,3.057364329
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20.167982831,20.2 [17.0-23.6],16.955216449,23.609459997
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.10043,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.07396,0.1,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,6.651006455,6.7 [6.4-6.9],6.400245294,6.913221302
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,876.897201647,877,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.21718,0.2,,
